,id,description,preproc_description
472,473,"Down sweater - There's much to see 14,000 feet up at the Chasm View bivy: a vertigo-inducing panorama of the Diamond and alpenglow over the Rockies. There's also chilly air in any season, and that's where our Down Sweater comes in. It delivers minimal weight, superb compressibility and high-loft warmth. The ripstop shell (1.4-oz 22-denier) with a DWR (durable water repellent) finish does more than look sharp: It's tear-resistant and windproof and made from 100% all-recycled polyester. Details include top-quality 800-fill-power goose down, a quilted-through construction, two exterior zippered pockets, a stretch-mesh interior chest pocket that doubles as a zippered stuff sack and a carabiner clip-in loop. Drawcord hem.<br><br><b>Details:</b><ul> <li>""Superlight, windproof and water-resistant shell has high tear-strength""</li> <li>Quilted construction stabilizes premium 800-fill-power goose down</li> <li>External pockets: two zippered handwarmers</li> <li>Internal pocket: one zippered stretch-mesh that doubles as a stuff sack with carabiner clip-in loop</li> <li>Nylon-bound elastic cuffs</li> <li>Drawcord hem</li></ul><br><br><b>Fabric: </b>Shell and lining: 1.4-oz 22-denier 100% all-recycled polyester ripstop with a Deluge DWR (durable water repellent) finish. Insulation: 800-fill-power premium European goose down<br><br><b>Weight: </b>343 g (12.1 oz)<br><br>Made in China.",sweater 's much see foot chasm view bivy vertigo-inducing panorama diamond alpenglow rockies 's also chilly air season 's sweater come delivers minimal weight superb compressibility high-loft warmth ripstop shell .-oz -denier dwr durable water repellent finish look sharp 's tear-resistant windproof made all-recycled polyester detail include top-quality -fill-power goose quilted-through construction two exterior zippered pocket stretch-mesh interior chest pocket double zippered stuff sack carabiner clip-in loop drawcord hem.details `` superlight windproof water-resistant shell high tear-strength '' quilted construction stabilizes premium -fill-power goose external pocket two zippered handwarmers internal pocket one zippered stretch-mesh double stuff sack carabiner clip-in loop nylon-bound elastic cuff drawcord hemfabric shell lining .-oz -denier all-recycled polyester ripstop deluge dwr durable water repellent finish insulation -fill-power premium european goose downweight g oz made china
473,474,"Baby synch cardigan - Springtime temperatures fluctuate like the path of a windblown leaf. Keep your wee one sheltered from nature's whimsy in the soft and warm Baby Synchilla Cardigan. It's made from 7.6-oz 100% Synchilla polyester (85% recycled) double-faced fleece that's durable and easy to care for, and has a flat-seam construction that helps prevents chafe. The zipper is backed by a fleece wind flap, and spandex binding at the hood opening and cuffs seal out chilly drafts. Generously sized to accommodate layers. Hand-me-down ID label inside. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Full front-zip is backed by a fleece wind flap</li> <li>Spandex binding at hood and sleeve opening</li> <li>Fully flat-seamed to eliminate chafe</li> <li>Generously sized for easy layering</li> <li>Hand-me-down ID label inside</li></ul><br><br><b>Fabric: </b>7.6-oz 100% polyester (85% recycled) double-faced fleece. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(150 g 5.2 oz)<br><br>Made in Colombia.",baby synch cardigan springtime temperature fluctuate like path windblown leaf keep wee one sheltered nature 's whimsy soft warm baby synchilla cardigan 's made .-oz synchilla polyester recycled double-faced fleece 's durable easy care flat-seam construction help prevents chafe zipper backed fleece wind flap spandex binding hood opening cuff seal chilly draft generously sized accommodate layer hand-me-down id label inside recyclable common thread recycling program.details full front-zip backed fleece wind flap spandex binding hood sleeve opening fully flat-seamed eliminate chafe generously sized easy layering hand-me-down id label insidefabric .-oz polyester recycled double-faced fleece recyclable common thread recycling programweight g oz made colombia
474,475,"Baby synch vest - A baby's bouldering circuit includes mantles of the camp duffel bag, a traverse of the parked bike and a top-out on the cooler. Keep their little arms free to explore in this ultra-soft vest. Its plush 7.6-oz 100% polyester (85% recycled) double-faced fleece wraps them in durable, quick-drying warmth. The vest features a full-zip entry backed by a wind flap, a tapered, nonchafing stand-up collar, and a drop tail for maximum bum coverage. Hand-me-down ID label inside. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Recycled and recyclable polyester fleece</li> <li>""Wind flap on front zipper, tapered stand-up collar""</li> <li>Drop tail</li> <li>Hand-me-down label inside</li></ul><br><br><b>Fabric: </b>7.6-oz 100% polyester (85% recycled) double-faced fleece. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(89 g 3.1 oz)<br><br>Made in Colombia.",baby synch vest baby 's bouldering circuit includes mantle camp duffel bag traverse parked bike top-out cooler keep little arm free explore ultra-soft vest plush .-oz polyester recycled double-faced fleece wrap durable quick-drying warmth vest feature full-zip entry backed wind flap tapered nonchafing stand-up collar drop tail maximum bum coverage hand-me-down id label inside recyclable common thread recycling program.details recycled recyclable polyester fleece `` wind flap front zipper tapered stand-up collar '' drop tail hand-me-down label insidefabric .-oz polyester recycled double-faced fleece recyclable common thread recycling programweight g oz made colombia
475,476,"Baby tag you're it t-shirt - It's not fair: They have many legs for tagging, plus their eyes can see both up and down at the same time. Artist Jason Stowell captures the octopus's gleeful, if short-lived, ""it"" time with the Tag You're It T-Shirt. Soft, ringspun organic cotton is printed with PVC- and phthalate-free inks that are less toxic. Neck ribbing stretches for easy on/off; screen-printed neck label won't chafe tender skin. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(60 g 2.1 oz)<br><br>Made in USA.",baby tag 're t-shirt 's fair many leg tagging plus eye see time artist jason stowell capture octopus 's gleeful short-lived `` '' time tag 're t-shirt soft ringspun organic cotton printed pvc- phthalate-free ink le toxic neck ribbing stretch easy on/off screen-printed neck label wo n't chafe tender skin recyclable common thread recycling program.details ringspun yarn softer hand taped shoulder seam screen-print ink pvc- phthalate-freefabric .-oz organic cotton recyclable common thread recycling programweight g oz made usa
476,477,"L/s runshade top - Power pasta feed, one last gear check, and try to get some sleep - every advantage helps when you're running the Grand Canyon rim-to-rim-to-rim, 40-plus miles of leg-pounding descents and lung-burning climbs. The comfortable-wearing Runshade Top is made from lightweight, breathable 100% polyester jersey (now more durable) that wicks moisture, provides 30-UPF sun protection, and dries quickly. The improved deep center-front zip vents body heat, and the stand-up mini-mock neck is now taller for additional sun protection. Updated raglan sleeves and side panels reduce seam chafing from your hydration pack straps, and the left-side zippered stealth pocket holds essentials. A reflective heat-transfer logo keeps you visible. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Moisture-wicking, Runshade fabric throughout is super soft and provides 30-UPF sun protection""</li> <li>""2"""" collar band offers great neck protection from the sun with minimal bulk""</li> <li>Deep center-front zipper is clean-finished for next-to-skin comfort</li> <li>Raglan sleeves and side panels keep seams out of the way of pack straps</li> <li>Zippered pocket (left side) for secure storage</li> <li>Reflective heat-transfer logo</li></ul><br><br><b>Fabric: </b>4.3-oz 100% polyester jersey. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(219 g 7.6 oz)<br><br>Made in Vietnam.",l/s runshade top power pasta feed one last gear check try get sleep every advantage help 're running grand canyon rim-to-rim-to-rim -plus mile leg-pounding descent lung-burning climb comfortable-wearing runshade top made lightweight breathable polyester jersey durable wick moisture provides -upf sun protection dry quickly improved deep center-front zip vent body heat stand-up mini-mock neck taller additional sun protection updated raglan sleeve side panel reduce seam chafing hydration pack strap left-side zippered stealth pocket hold essential reflective heat-transfer logo keep visible recyclable common thread recycling program.details `` moisture-wicking runshade fabric throughout super soft provides -upf sun protection '' `` '' '' collar band offer great neck protection sun minimal bulk '' deep center-front zipper clean-finished next-to-skin comfort raglan sleeve side panel keep seam way pack strap zippered pocket left side secure storage reflective heat-transfer logofabric .-oz polyester jersey recyclable common thread recycling programweight g oz made vietnam
477,478,"L/s sol patrol shirt - Two-week boat trips in Indo or Bali can get a bit overdone. To forestall sunstroke, wear the Long-Sleeved Sol Patrol Shirt. It has endured the travel-test for function-forward UV protection in sweltering spots the world over. The 100% polyester ripstop fabric provides air conditioning and 30-UPF sun protection, while a new cooling mesh center back vent and side arm vents allow for maximum ventilation. The double-layer collar stands up for extra sun protection or stays put with hidden snaps at collar points. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Lightweight, quick-drying polyester""</li> <li>Provides 30-UPF sun protection</li> <li>Double-layer collar converts to stand up collar for extra sun protection</li> <li>Collar stays put and crisp thanks to hidden snaps at collar points</li> <li>Cooling mesh center back vent and side arm vents facilitate flow-through ventilation</li> <li>""Mesh-lined button-through chest pockets, with inset zippered pocket at right""</li> <li>Self-fabric tab secures rolled-up sleeves; button cuffs</li></ul><br><br><b>Fabric: </b>2.4-oz 100% polyester ripstop with 30-UPF sun protection. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(253 g 8.8 oz)<br><br>Made in Vietnam.",l/s sol patrol shirt two-week boat trip indo bali get bit overdone forestall sunstroke wear long-sleeved sol patrol shirt endured travel-test function-forward uv protection sweltering spot world polyester ripstop fabric provides air conditioning -upf sun protection new cooling mesh center back vent side arm vent allow maximum ventilation double-layer collar stand extra sun protection stay put hidden snap collar point recyclable common thread recycling program.details `` lightweight quick-drying polyester '' provides -upf sun protection double-layer collar convert stand collar extra sun protection collar stay put crisp thanks hidden snap collar point cooling mesh center back vent side arm vent facilitate flow-through ventilation `` mesh-lined button-through chest pocket inset zippered pocket right '' self-fabric tab secures rolled-up sleeve button cuffsfabric .-oz polyester ripstop -upf sun protection recyclable common thread recycling programweight g oz made vietnam
478,479,"Bimini cap - South of Kanab, temperatures take a decidedly upward swing. In these sun-exposed landscapes, our Bimini provides a welcome retreat. Its cool 4.3-oz, 100% nylon fabric sheds water, dries quickly, and has a light hand to temper tropical glare. A supple rear drape shields ears and neck from searing rays. Details: a generous, floatable foam bill with a dark underside to cut glare, a moisture-wicking Coolmax headband and elastic webbing with an adjustable buckle to fine-tune the fit.<br><br><b>Details:</b><ul> <li>Fixed drape covers entire back of neck</li> <li>Adjustable rear buckle with elastic for snug fit</li> <li>Coolmax headband to wick moisture</li> <li>Dark underbill reduces glare</li></ul><br><br><b>Fabric: </b>4.3-oz 100% nylon with DWR (durable water repellent) finish<br><br><b>Weight: </b>(100 g 3.5 oz)<br><br>Made in China.",bimini cap south kanab temperature take decidedly upward swing sun-exposed landscape bimini provides welcome retreat cool .-oz nylon fabric shed water dry quickly light hand temper tropical glare supple rear drape shield ear neck searing ray detail generous floatable foam bill dark underside cut glare moisture-wicking coolmax headband elastic webbing adjustable buckle fine-tune fit.details fixed drape cover entire back neck adjustable rear buckle elastic snug fit coolmax headband wick moisture dark underbill reduces glarefabric .-oz nylon dwr durable water repellent finishweight g oz made china
479,480,"Borderless messenger shorts - Pair these lightweight, stretchy capris with your next dicey lead or off-the-deck bouldering topout. They're wickedly durable and sun protective (40-UPF), and they allow a whole range of nomadic motion with their limber combination of 95% nylon (60% recycled) and 5% spandex. For backpacking and trekking, a partially-elasticized waistband rides incognito under a waist belt; the gusseted crotch won't restrict your stride. Pocketing details include two wide-entry front, two zippered back and a hidden zip security pocket. Inseam (size 32) is 22"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Supple, soft blend of recycled nylon and spandex for total mobility, a light drape, fast dry time and abrasion resistance""</li> <li>Provides 40-UPF sun protection</li> <li>Partially elasticized waistband for wide range of motion</li> <li>""Generous wide-entry drop-in front pockets; left front pocket has an internal hidden zip security pocket; zippered, welted back pockets""</li> <li>Gusseted crotch</li> <li>""Inseam is 22""""""</li></ul><br><br><b>Fabric: </b>4-oz 95% nylon (60% recycled)/5% spandex with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(291 g 10.1 oz)<br><br>Made in Vietnam.",borderless messenger short pair lightweight stretchy capri next dicey lead off-the-deck bouldering topout 're wickedly durable sun protective -upf allow whole range nomadic motion limber combination nylon recycled spandex backpacking trekking partially-elasticized waistband ride incognito waist belt gusseted crotch wo n't restrict stride pocketing detail include two wide-entry front two zippered back hidden zip security pocket inseam size `` recyclable common thread recycling program.details `` supple soft blend recycled nylon spandex total mobility light drape fast dry time abrasion resistance '' provides -upf sun protection partially elasticized waistband wide range motion `` generous wide-entry drop-in front pocket left front pocket internal hidden zip security pocket zippered welted back pocket '' gusseted crotch `` inseam `` '' '' fabric -oz nylon recycled spandex dwr durable water repellent finish recyclable common thread recycling programweight g oz made vietnam
480,481,"Duck pants - reg - Essential wear for splitting logs, driving nails or applying a little more chewing gum to the crack in the U-joint. Our classic do-alls come in a substantial but light and supple 8-oz organic cotton canvas. With style that is dictated by function, they have a flat front, slant side-entry front pockets and welted, button-through rear pockets. Garment-washed. Inseam (size 32) is 32"" for the regular version; 30"" for the short; 34"" for the long. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Supple organic cotton</li> <li>Classic flat-front styling</li> <li>""Slant side-entry front pockets; welted, button-through rear pockets""</li> <li>""Inseam is 32""""""</li></ul><br><br><b>Fabric: </b>8-oz 100% organic cotton canvas. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>524 g (18.5 oz)<br><br>Made in Thailand.",duck pant reg essential wear splitting log driving nail applying little chewing gum crack u-joint classic do-alls come substantial light supple -oz organic cotton canvas style dictated function flat front slant side-entry front pocket welted button-through rear pocket garment-washed inseam size `` regular version `` short `` long recyclable common thread recycling program.details supple organic cotton classic flat-front styling `` slant side-entry front pocket welted button-through rear pocket '' `` inseam `` '' '' fabric -oz organic cotton canvas recyclable common thread recycling programweight g oz made thailand
481,482,"Duck pants - short - Essential wear for splitting logs, driving nails or applying a little more chewing gum to the crack in the U-joint. Our classic do-alls come in a substantial but light and supple 8-oz organic cotton canvas. With style that is dictated by function, they have a flat front, slant side-entry front pockets and welted, button-through rear pockets. Garment-washed. Inseam (size 32) is 32"" for the regular version; 30"" for the short; 34"" for the long. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Supple organic cotton</li> <li>Classic flat-front styling</li> <li>""Slant side-entry front pockets; welted, button-through rear pockets""</li> <li>""Inseam is 30""""""</li></ul><br><br><b>Fabric: </b>8-oz 100% organic cotton canvas. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>510 g (18 oz)<br><br>Made in Thailand.",duck pant short essential wear splitting log driving nail applying little chewing gum crack u-joint classic do-alls come substantial light supple -oz organic cotton canvas style dictated function flat front slant side-entry front pocket welted button-through rear pocket garment-washed inseam size `` regular version `` short `` long recyclable common thread recycling program.details supple organic cotton classic flat-front styling `` slant side-entry front pocket welted button-through rear pocket '' `` inseam `` '' '' fabric -oz organic cotton canvas recyclable common thread recycling programweight g oz made thailand
482,483,"Duck shorts - Sometimes life requires a welder. Other times a really good scotch. Be ready for whatever comes at you with the versatile (and wickedly comfortable) Duck Shorts. The basket-weave canvas, amiable to shop projects or meeting clients, is made from 8-oz 100% organic cotton canvas that feels light and supple on the skin. The classic, flat-front styling includes slant-entry front pockets and welted, button-through back pockets.Inseam (size 32) is 10"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Supple yet durable organic cotton</li> <li>Zip fly with button closure</li> <li>Classic flat-front styling</li> <li>Slant side-entry front pockets</li> <li>""Welted, button-through back pockets""</li> <li>""Inseam is 10""""""</li></ul><br><br><b>Fabric: </b>8-oz 100% organic cotton basket-weave canvas. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(403 g 14 oz)<br><br>Made in Thailand.",duck short sometimes life requires welder time really good scotch ready whatever come versatile wickedly comfortable duck short basket-weave canvas amiable shop project meeting client made -oz organic cotton canvas feel light supple skin classic flat-front styling includes slant-entry front pocket welted button-through back pockets.inseam size `` recyclable common thread recycling program.details supple yet durable organic cotton zip fly button closure classic flat-front styling slant side-entry front pocket `` welted button-through back pocket '' `` inseam `` '' '' fabric -oz organic cotton basket-weave canvas recyclable common thread recycling programweight g oz made thailand
483,484,"Borderless trek pants - The Ruby Crest trail runs two directions: up and down. To keep you moving in this shifting terrain, our Borderless Trek Pants have a stretchy blend of 95% nylon (60% recycled) and 5% spandex, woven into a soft, flexible fabric that's equal parts tough and comfortable  and offers 40-UPF sun protection. The waist includes a partially elasticized band for a motion-friendly fit; the gusseted crotch ensures dexterity for stream crossings and talus hopping. Six pockets round out the generous pocket brigade. Inseam (size 32) is 32"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Supple, soft blend of recycled nylon and spandex for total mobility, a light drape, fast dry time and abrasion resistance""</li> <li>Provides 40-UPF sun protection</li> <li>Partially elasticized waistband supports wide range of motion</li> <li>Generous wide-entry drop-in front pockets; left front pocket has an internal hidden zip security pocket; additional welted front zip pocket on lower right pocket; zippered welted back pockets</li> <li>Gusseted crotch</li> <li>""Inseam is 32""""""</li></ul><br><br><b>Fabric: </b>4-oz 95% nylon (60% recycled)/5% spandex with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(328 g 11.4 oz)<br><br>Made in Vietnam.",borderless trek pant ruby crest trail run two direction keep moving shifting terrain borderless trek pant stretchy blend nylon recycled spandex woven soft flexible fabric 's equal part tough comfortable offer -upf sun protection waist includes partially elasticized band motion-friendly fit gusseted crotch ensures dexterity stream crossing talus hopping six pocket round generous pocket brigade inseam size `` recyclable common thread recycling program.details `` supple soft blend recycled nylon spandex total mobility light drape fast dry time abrasion resistance '' provides -upf sun protection partially elasticized waistband support wide range motion generous wide-entry drop-in front pocket left front pocket internal hidden zip security pocket additional welted front zip pocket lower right pocket zippered welted back pocket gusseted crotch `` inseam `` '' '' fabric -oz nylon recycled spandex dwr durable water repellent finish recyclable common thread recycling programweight g oz made vietnam
484,485,"Borderless trek zip-off pants - Made for technical performance across the wide spectrum of mountain temperatures, these versatile pants have zip-off legs that quickly go from full-coverage pants to shorts to match the prevailing conditions. The 95% nylon (60% recycled) and 5% spandex fabric lends durability in rough terrain, with excellent airflow, generous stretch for mobility and 40-UPF sun protection. Other motion-inspired features include a gusseted crotch and partially elasticized waistband. Pockets: two in front, two in back, one on the thigh and a hidden zip-security pocket. Pants inseam (size 32) is 32""; shorts inseam is 12 1/2"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Supple, soft blend of recycled nylon and spandex for total mobility, a light drape, fast dry time and abrasion resistance""</li> <li>Provides 40-UPF sun protection</li> <li>Partially elasticized waistband supports wide range of motion</li> <li>Pockets; left front pocket has an internal hidden zip security pocket; additional welted front zip pocket on lower right pocket; zippered welted back pockets</li> <li>Gusseted crotch; zip-off legs convert pants to shorts</li> <li>""Pants inseam is 32""""; shorts inseam is 12 1/2""""""</li></ul><br><br><b>Fabric: </b>4-oz 95% nylon (60% recycled)/5% spandex with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(366 g 12.7 oz)<br><br>Made in Vietnam.",borderless trek zip-off pant made technical performance across wide spectrum mountain temperature versatile pant zip-off leg quickly go full-coverage pant short match prevailing condition nylon recycled spandex fabric lends durability rough terrain excellent airflow generous stretch mobility -upf sun protection motion-inspired feature include gusseted crotch partially elasticized waistband pocket two front two back one thigh hidden zip-security pocket pant inseam size `` short inseam '' recyclable common thread recycling program.details `` supple soft blend recycled nylon spandex total mobility light drape fast dry time abrasion resistance '' provides -upf sun protection partially elasticized waistband support wide range motion pocket left front pocket internal hidden zip security pocket additional welted front zip pocket lower right pocket zippered welted back pocket gusseted crotch zip-off leg convert pant short `` pant inseam `` '' short inseam '' '' '' fabric -oz nylon recycled spandex dwr durable water repellent finish recyclable common thread recycling programweight g oz made vietnam
485,486,"Half mass - Sized for riding a bike and finely tuned to hold a day's worth of gear, the Half-Mass has a main compartment that's padded on the backside and along the contoured base to protect contents and provide structure. Inside, a removable padded computer sleeve cradles a 17"" laptop off the ground, and can be paired with the removable external waist strap to create an independent laptop sling. The cover flap overlaps the sides of the bag to keep out rain; its pocket closes with a water-resistant zipper. External side pocket for a cell phone, keys and power brick. Features a topside carrying handle, an adjustable shoulder strap, a stowable waist strap and a reflective strip for better visibility in low light. Made from 600-denier polyester (100% recycled) with a polyurethane coating and DWR (durable water repellent) finish.<br><br><b>Details:</b><ul> <li>Main compartment has removable/modular padded computer sleeve that attaches to the removable waistbelt to create an on-the-go computer sling and free up valuable space internally; large elastic stuff pocket holds jacket or sweater</li> <li>""Padded, fully suspended computer sleeve holds 15"""" - 17"""" laptop safely above ground; internal zippered security pocket and organization for pens; outside pocket on cover flap is accessed via water resistant zipper""</li> <li>""External side pocket for easy-access to water bottle, cell phone, keys or power brick; light-colored lining makes contents easy to find""</li> <li>Topside carrying handle; padded shoulder strap is fully adjustable; detachable waistbelt secures bag for serious pedaling; stows when not needed</li> <li>Flap overlaps sides to keep out rain</li> <li>Reflective strip improves visibility in low light</li> <li>""Holds 15""""- 17"""" laptop""</li></ul><br><br><b>Fabric: </b>8.4-oz 600-denier 100% all-recycled polyester. Lining: 3.3-oz 200-denier 100% polyester. Both with polyurethane coating and a DWR (durable water repellent) finish<br><br><b>Weight: </b>(1038 g 36 oz)<br><br>Made in Vietnam.",half mass sized riding bike finely tuned hold day 's worth gear half-mass main compartment 's padded backside along contoured base protect content provide structure inside removable padded computer sleeve cradle `` laptop ground paired removable external waist strap create independent laptop sling cover flap overlap side bag keep rain pocket close water-resistant zipper external side pocket cell phone key power brick feature topside carrying handle adjustable shoulder strap stowable waist strap reflective strip better visibility low light made -denier polyester recycled polyurethane coating dwr durable water repellent finish.details main compartment removable/modular padded computer sleeve attache removable waistbelt create on-the-go computer sling free valuable space internally large elastic stuff pocket hold jacket sweater `` padded fully suspended computer sleeve hold `` '' `` '' laptop safely ground internal zippered security pocket organization pen outside pocket cover flap accessed via water resistant zipper '' `` external side pocket easy-access water bottle cell phone key power brick light-colored lining make content easy find '' topside carrying handle padded shoulder strap fully adjustable detachable waistbelt secures bag serious pedaling stows needed flap overlap side keep rain reflective strip improves visibility low light `` hold `` '' `` '' laptop '' fabric .-oz -denier all-recycled polyester lining .-oz -denier polyester polyurethane coating dwr durable water repellent finishweight g oz made vietnam
486,487,"Cap 1 crew - When it comes to moisture, this long-sleeved tee has serious control issues. Quick-wicking, fast-drying and super breathable, it soothes overcooked skin and also layers well in cooler conditions. The crew feels silky, and features an athletic cut, a rib-knit collar for softness and raglan sleeves that reduce chafe under packs. Made from 3.7-oz 100% all-recycled polyester with Gladiodor natural odor control for the garment, it comes in a tuckable length and provides 15-UPF sun protection. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Silky soft Capilene 1 is the lightest of our technical baselayer fabrics</li> <li>""Fast-drying, highly breathable and sleek, it provides 15-UPF sun protection and can be worn either on its own or under layers in cooler temps""</li> <li>Rib-knit collar is soft against the skin</li> <li>Raglan sleeves reduce chafe beneath pack straps</li> <li>Cut long enough to tuck in</li></ul><br><br><b>Fabric: </b>3.7-oz 100% recycled polyester with Gladiodor natural odor control for the garment and 15-UPF sun protection. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(164 g 5.7 oz)<br><br>Made in USA.",cap crew come moisture long-sleeved tee serious control issue quick-wicking fast-drying super breathable soothes overcooked skin also layer well cooler condition crew feel silky feature athletic cut rib-knit collar softness raglan sleeve reduce chafe pack made .-oz all-recycled polyester gladiodor natural odor control garment come tuckable length provides -upf sun protection recyclable common thread recycling program.details silky soft capilene lightest technical baselayer fabric `` fast-drying highly breathable sleek provides -upf sun protection worn either layer cooler temp '' rib-knit collar soft skin raglan sleeve reduce chafe beneath pack strap cut long enough tuck infabric .-oz recycled polyester gladiodor natural odor control garment -upf sun protection recyclable common thread recycling programweight g oz made usa
487,488,"Cap 1 graphic crew - The choice for rest days that include Ultimate Frisbee, longboarding the Avenues and a quick 9-mile-out-and-back trail run, this crew combines quick-drying, fast-wicking moisture-management with a street-worthy look. Silky-soft and livable, it's made with our super-breathable, lightest-weight Capilene performance baselayer fabric, which soothes overcooked skin and also layers well in cooler conditions. Sublimated graphics won't impede breathability, the rib-knit collar is soft, and the cut is long enough to tuck in. Made from 3.7-oz 100% all-recycled polyester, with Gladiodor natural odor control for the garment and 15-UPF sun protection. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Silky soft Capilene 1 is the lightest of our technical baselayer fabrics</li> <li>""Fast-drying, highly breathable and sleek, it provides 15-UPF sun protection and can be worn either on its own or under layers in cooler temps""</li> <li>Rib-knit collar is soft against the skin</li> <li>Graphic elements sublimated into the fabric won't impede breathability or wicking performance</li> <li>Set-in sleeves</li> <li>Cut long enough to tuck in</li></ul><br><br><b>Fabric: </b>3.7-oz 100% recycled polyester with Gladiodor natural odor control for the garment and 15-UPF sun protection. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(155 g 5.4 oz)<br><br>Made in USA.",cap graphic crew choice rest day include ultimate frisbee longboarding avenue quick -mile-out-and-back trail run crew combine quick-drying fast-wicking moisture-management street-worthy look silky-soft livable 's made super-breathable lightest-weight capilene performance baselayer fabric soothes overcooked skin also layer well cooler condition sublimated graphic wo n't impede breathability rib-knit collar soft cut long enough tuck made .-oz all-recycled polyester gladiodor natural odor control garment -upf sun protection recyclable common thread recycling program.details silky soft capilene lightest technical baselayer fabric `` fast-drying highly breathable sleek provides -upf sun protection worn either layer cooler temp '' rib-knit collar soft skin graphic element sublimated fabric wo n't impede breathability wicking performance set-in sleeve cut long enough tuck infabric .-oz recycled polyester gladiodor natural odor control garment -upf sun protection recyclable common thread recycling programweight g oz made usa
488,489,"Fitz roy study t-shirt - When unveiled, the Fitzroy massif commands the sky, bending the light spectrum. Artist Susie Billings captures the rare, cloudless Patagonia day on a canvas of supersoft, 100% organic cotton. The shirt's taped shoulder seams are chafe-free. Doublestitching at sleeves and hem strengthen the finish. Coverstitched at neck and armholes. The tee is recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>5.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(199 g 6.9 oz)<br><br>Made in USA.",fitz roy study t-shirt unveiled fitzroy massif command sky bending light spectrum artist susie billing capture rare cloudless patagonia day canvas supersoft organic cotton shirt 's taped shoulder seam chafe-free doublestitching sleeve hem strengthen finish coverstitched neck armhole tee recyclable common thread recycling program.details ringspun yarn softer hand taped shoulder seam screen-print ink pvc- phthalate-freefabric .-oz organic cotton recyclable common thread recycling programweight g oz made usa
489,490,"Flyfishing the athabasca poster - Patrik Ondrus wets his line in the Athabasca River. Jasper National Park, Alberta, Canada. For 30 years we've paid tribute to human adventures both near and far with a collection of photographs that speak to the passion, joy and beauty of lives spent outside. These photos have appeared exclusively on our Web site, in our catalog and on the walls of our retail stores and specialty outdoor clothiers around the world. And now we are excited to make select photos available to you as posters. We hope they brighten up your space and inspire you to get outside.<br><br><b>Details:</b><ul> <li>""Dimensions: 36"""" x 24""""""</li> <li>Photo by Dusan Smetana</li></ul><br><br><b>Fabric: </b>Printed on recycled paper with soy inks.<br><br>Printed in USA.",flyfishing athabasca poster patrik ondrus wet line athabasca river jasper national park alberta canada year 've paid tribute human adventure near far collection photograph speak passion joy beauty life spent outside photo appeared exclusively web site catalog wall retail store specialty outdoor clothier around world excited make select photo available poster hope brighten space inspire get outside.details `` dimension `` '' x `` '' '' photo dusan smetanafabric printed recycled paper soy inks.printed usa
